,Name,gender,is alive,age,Death_Probability
6755,Mark Duplass,Male,yes,38,0.00206
6756,Albert Dupontel,Male,yes,50,0.0047799999999999995
6758,Jermaine Dupri,Male,yes,42,0.00286
6759,Roy Dupuis,Male,yes,51,0.00504
6760,Roberto Duran,Male,yes,63,0.01444
6762,Kevin Durand,Male,yes,40,0.00244
6763,Kevin Durant,Male,yes,26,0.00109
6765,Dick Durbin,Male,yes,70,0.02785
6766,James Durbin,Male,yes,25,0.00114
6767,David Durenberger,Male,yes,80,0.06978
6769,Romain Duris,Male,yes,40,0.00244
6770,Adam Duritz,Male,yes,50,0.0047799999999999995
6771,John A. Durkin,Male,no,76,0.04715
6772,Junior Durkin,Male,no,21,0.00121
6773,Charles Durning,Male,no,89,0.17584
6774,Leo Durocher,Male,no,86,0.13083
6775,Gerald Durrell,Male,no,70,0.02785
6776,Lawrence Durrell,Male,no,78,0.05711
6777,Michael Durrell,Male,yes,71,0.03059
6778,Fred Durst,Male,yes,44,0.00335
6779,Stanley H. Durwood,Male,no,79,0.06305
6780,Ian Dury,Male,no,58,0.009059999999999999
6781,Dan Duryea,Male,no,61,0.01192
6784,André Dussollier,Male,yes,68,0.02323
6785,Robert Dutkowsky,Male,yes,59,0.009909999999999999
6786,Olin Dutra,Male,no,82,0.08596000000000001
6787,Jacques Dutronc,Male,yes,71,0.03059
6788,Marc Dutroux,Male,yes,58,0.009059999999999999
6789,Sanjay Dutt,Male,yes,55,0.0069099999999999995
6790,Sunil Dutt,Male,no,75,0.04299
6792,Rajiv Dutta,Male,no,51,0.00504
6793,Charles Dutton,Male,yes,63,0.01444
6794,Kenton Duty,Male,yes,19,0.0010400000000000001
6795,David Duval,Male,yes,43,0.0031
6796,James Duval,Male,yes,42,0.00286
6797,François Duvalier,Male,no,64,0.0159
6798,Jean-Claude Duvalier,Male,no,63,0.01444
6800,Robert Duvall,Male,yes,83,0.09557
6802,Christian de Duve,Male,no,96,0.31547
6803,Denis Duverne,Male,yes,61,0.01192
6805,John Dvorak,Male,yes,62,0.01311
6806,Lane Dwinell,Male,no,91,0.21141
6808,Ronald Dworkin,Male,no,82,0.08596000000000001
6809,Leslie Dwyer,Male,no,80,0.06978
6810,R. Budd Dwyer,Male,no,48,0.004379999999999999
6811,Cameron Dye,Male,yes,55,0.0069099999999999995
6812,Dale Dye,Male,yes,70,0.02785
6813,John Dye,Male,no,48,0.004379999999999999
6814,Danny Dyer,Male,yes,37,0.0018899999999999998
6815,David W. Dyer,Male,no,88,0.15972999999999998
6816,Wayne Dyer,Male,yes,74,0.03942
6817,William J. Dyess,Male,no,67,0.02122
6818,Timothy B. Dyk,Male,yes,77,0.05184
6819,Archie R. Dykes,Male,yes,83,0.09557
6820,Lenny Dykstra,Male,yes,51,0.00504
6821,Bob Dylan,Male,yes,73,0.03633
6822,Jakob Dylan,Male,yes,45,0.0036299999999999995
6823,Mervyn M. Dymally,Male,no,86,0.13083
6825,Robert C. Dynes,Male,yes,72,0.03343
6826,Rob Dyrdek,Male,yes,40,0.00244
6827,Richard Dysart,Male,yes,85,0.11800000000000001
6829,Freeman Dyson,Male,yes,91,0.21141
6830,James Dyson,Male,yes,67,0.02122
6831,Michael Eric Dyson,Male,yes,56,0.00757
6832,Roy P. Dyson,Male,yes,66,0.01932
6833,Oscar Dystel,Male,no,102,0.43146
6835,George Dzundza,Male,yes,69,0.02538
6836,George Eads,Male,yes,47,0.00418
6837,George C. Eads,Male,yes,72,0.03343
6838,Lawrence Eagleburger,Male,no,81,0.07737999999999999
6839,Thomas Eagleton,Male,no,78,0.05711
6840,"William L. Eagleton, Jr.",Male,no,85,0.11800000000000001
6841,J. Michael Eakin,Male,yes,66,0.01932
6842,Michael Ealy,Male,yes,41,0.00264
6843,António Ramalho Eanes,Male,yes,79,0.06305
6844,Anthony S. Earl,Male,yes,78,0.05711
6845,Ronnie Earle,Male,yes,72,0.03343
6846,Steve Earle,Male,yes,59,0.009909999999999999
6847,"Anthony F. Earley, Jr.",Male,yes,65,0.01753
6848,James C. Early,Male,yes,67,0.02122
6850,"Dale Earnhardt, Jr.",Male,yes,40,0.00244
6851,Dale Earnhardt,Male,no,50,0.0047799999999999995
6852,Kenny Easley,Male,yes,55,0.0069099999999999995
6853,Michael Easley,Male,yes,64,0.0159
6854,John P. East,Male,no,55,0.0069099999999999995
6855,Frank H. Easterbrook,Male,yes,66,0.01932
6857,William Easterly,Male,yes,57,0.00828
6858,Richard Eastham,Male,no,89,0.17584
6859,James O. Eastland,Male,no,82,0.08596000000000001
6861,Roger Easton,Male,no,93,0.25138
6864,Clint Eastwood,Male,yes,84,0.10625
6866,Donald Easum,Male,yes,91,0.21141
6868,Robert J. Eaton,Male,yes,74,0.03942
6870,Eazy-E,Male,no,32,0.00128
6871,Abba Eban,Male,no,87,0.14473
6872,Fred Ebb,Male,no,69,0.02538
6873,Bernard Ebbers,Male,yes,73,0.03633
6874,David M. Ebel,Male,yes,74,0.03942
6875,Richard Eberhart,Male,no,101,0.41091000000000005
6876,Dick Ebersol,Male,yes,67,0.02122
6878,Roger Ebert,Male,no,71,0.03059
6879,Buddy Ebsen,Male,no,95,0.29443
6880,John Eccles,Male,no,94,0.27296
6881,Christopher Eccleston,Male,yes,50,0.0047799999999999995
6882,Bulent Ecevit,Male,no,81,0.07737999999999999
6883,Luis Echeverría,Male,yes,92,0.23085999999999998
6885,Larry EchoHawk,Male,yes,66,0.01932
6886,Dennis E. Eckart,Male,yes,64,0.0159
6887,Bruce Eckel,Male,yes,57,0.00828
6888,Dennis Eckersley,Male,yes,60,0.01086
6889,Fred J. Eckert,Male,yes,73,0.03633
6890,John Presper Eckert,Male,no,76,0.04715
6891,Robert A. Eckert,Male,yes,60,0.01086
6892,Wallace J. Eckert,Male,no,69,0.02538
6893,Aaron Eckhart,Male,yes,46,0.00392
6894,James Eckhouse,Male,yes,59,0.009909999999999999
6895,Alexander Eckstein,Male,no,61,0.01192
6896,Otto Eckstein,Male,no,57,0.00828
6897,Billy Eckstine,Male,no,79,0.06305
6898,Umberto Eco,Male,yes,82,0.08596000000000001
6899,Stefan Edberg,Male,yes,48,0.004379999999999999
6900,David Eddings,Male,no,78,0.05711
6901,Paul Eddington,Male,no,68,0.02323
6902,Rod Eddington,Male,yes,64,0.0159
6903,Duane Eddy,Male,yes,78,0.05711
6904,Nelson Eddy,Male,no,66,0.01932
6905,Leon Edel,Male,no,90,0.19307
6906,Uli Edel,Male,yes,67,0.02122
6907,Gerald M. Edelman,Male,no,85,0.11800000000000001
6908,Herb Edelman,Male,no,63,0.01444
6912,Richard Eden,Male,yes,55,0.0069099999999999995
6913,Bob Edgar,Male,no,70,0.02785
6914,Jim Edgar,Male,yes,68,0.02323
6915,Edge,Male,yes,41,0.00264
6916,The Edge,Male,yes,53,0.0058
6917,Dave Edgerton,Male,yes,87,0.14473
6918,David Edgerton,Male,yes,55,0.0069099999999999995
6919,Joel Edgerton,Male,yes,40,0.00244
6920,Dartanyan Edmonds,Male,yes,42,0.00286
6921,Jim Edmonds,Male,yes,44,0.00335
6922,"Kenneth ""Babyface"" Edmonds",Male,yes,56,0.00757
6924,Walter D. Edmonds,Male,no,95,0.29443
6925,Adrian Edmondson,Male,yes,57,0.00828
6926,J. Howard Edmondson,Male,no,46,0.00392
6927,J. L. Edmondson,Male,yes,67,0.02122
6928,Mark Edmondson,Male,yes,60,0.01086
6929,Dave Edmunds,Male,yes,70,0.02785
6930,"Robert Holt Edmunds, Jr.",Male,yes,65,0.01753
6931,Randy Edsall,Male,yes,56,0.00757
6932,Richard Edson,Male,yes,60,0.01086
6933,Allan Edwall,Male,no,73,0.03633
6934,John Edward,Male,yes,45,0.0036299999999999995
6935,Prince Edward,Male,yes,50,0.0047799999999999995
6936,Anthony Edwards,Male,yes,52,0.005379999999999999
6937,Bernard Edwards,Male,no,44,0.00335
6938,Blake Edwards,Male,no,88,0.15972999999999998
6939,Bob Edwards,Male,yes,67,0.02122
6940,Carl Edwards,Male,yes,35,0.0016
6941,Chet Edwards,Male,yes,63,0.01444
6942,David Lee Edwards,Male,no,58,0.009059999999999999
6943,Dennis Edwards,Male,yes,71,0.03059
6944,Don Edwards,Male,yes,99,0.37271
6946,Edwin Edwards,Male,yes,87,0.14473
6950,Herman Edwards,Male,yes,60,0.01086
6951,James B. Edwards,Male,yes,87,0.14473
6952,John Edwards,Male,yes,61,0.01192
6953,LaVell Edwards,Male,yes,84,0.10625
6954,Meredith Edwards,Male,no,82,0.08596000000000001
6955,Mickey Edwards,Male,yes,77,0.05184
6956,R. C. Edwards,Male,no,94,0.27296
6957,Ralph Edwards,Male,no,92,0.23085999999999998
6958,Robert G. Edwards,Male,no,88,0.15972999999999998
6960,Turk Edwards,Male,no,66,0.01932
6961,Vince Edwards,Male,no,68,0.02323
6962,Zac Efron,Male,yes,27,0.00106
6963,Edward Cardinal Egan,Male,yes,82,0.08596000000000001
6965,Michael J. Egan,Male,yes,88,0.15972999999999998
6966,Richard Egan,Male,no,66,0.01932
6967,Richard J. Egan,Male,no,73,0.03633
6968,William A. Egan,Male,no,70,0.02785
6970,Dave Eggers,Male,yes,44,0.00335
6972,Colin Egglesfield,Male,yes,41,0.00264
6973,André Eglevsky,Male,no,60,0.01086
6974,Geoffrey Eglinton,Male,yes,87,0.14473
6975,Atom Egoyan,Male,yes,54,0.00632
6977,Vernon Ehlers,Male,yes,80,0.06978
6979,Paul R. Ehrlich,Male,yes,82,0.08596000000000001
6980,Robert Ehrlich,Male,yes,57,0.00828
6981,John Ehrlichman,Male,no,74,0.03942
6982,Günter Eich,Male,no,65,0.01753
6983,Kurt Eichenwald,Male,yes,53,0.0058
6984,Adolf Eichmann,Male,no,56,0.00757
6985,Manfred Eigen,Male,yes,87,0.14473
6986,David Eigenberg,Male,yes,50,0.0047799999999999995
6989,Samuel Eilenberg,Male,no,85,0.11800000000000001
6991,Hermann Eilts,Male,no,84,0.10625
6992,Luigi R. Einaudi,Male,yes,78,0.05711
6993,F. M. Einheit,Male,yes,56,0.00757
6994,Ira Einhorn,Male,yes,74,0.03942
6995,Loren Eiseley,Male,no,70,0.02785
6997,Jesse Eisenberg,Male,yes,31,0.00121
6998,Ned Eisenberg,Male,yes,57,0.00828
6999,David Eisenhower,Male,yes,66,0.01932
7001,Charles Eisenstein,Male,yes,47,0.00418
7002,Anthony Eisley,Male,no,78,0.05711
7003,Michael Eisner,Male,yes,72,0.03343
7004,Will Eisner,Male,no,88,0.15972999999999998
7005,Mark Eitzel,Male,yes,55,0.0069099999999999995
7006,Stuart Eizenstat,Male,yes,71,0.03059
7007,Chiwetel Ejiofor,Male,yes,40,0.00244
7009,Artur Ekert,Male,yes,53,0.0058
7011,Paul Ekman,Male,yes,80,0.06978
7012,Jack Elam,Male,no,85,0.11800000000000001
7013,Idris Elba,Male,yes,42,0.00286
7014,Dana Elcar,Male,no,78,0.05711
7015,Ron Eldard,Male,yes,49,0.00457
7017,Larry Elder,Male,yes,62,0.01311
7019,Thor Eldon,Male,yes,52,0.005379999999999999
7020,Niles Eldredge,Male,yes,71,0.03059
7021,Roy Eldridge,Male,no,78,0.05711
7022,Andrew Eldritch,Male,yes,55,0.0069099999999999995
7024,Michael B. Elefante,Male,yes,70,0.02785
7026,Bodhi Elfman,Male,yes,45,0.0036299999999999995
7027,Danny Elfman,Male,yes,61,0.01192
7029,Taher Elgamal,Male,yes,59,0.009909999999999999
7030,Larry Elikann,Male,no,84,0.10625
7032,Ray Eliot,Male,no,75,0.04299
7033,"Theodore L. Eliot, Jr.",Male,yes,86,0.13083
7038,Hector Elizondo,Male,yes,78,0.05711
7039,Stanley Elkin,Male,no,65,0.01753
7040,Steve Elkington,Male,yes,52,0.005379999999999999
7041,Carl Eller,Male,yes,72,0.03343
7044,Buford Ellington,Male,no,65,0.01753
7045,Sean Elliot,Male,yes,46,0.00392
7046,Bill Elliott,Male,yes,59,0.009909999999999999
7047,Bob Elliott,Male,yes,91,0.21141
7048,Chris Elliott,Male,yes,54,0.00632
7049,David James Elliott,Male,yes,54,0.00632
7050,Denholm Elliott,Male,no,70,0.02785
7051,Herb Elliott,Male,yes,76,0.04715
7052,Joe Elliott,Male,yes,55,0.0069099999999999995
7053,Josh Elliott,Male,yes,43,0.0031
7055,Ross Elliott,Male,no,82,0.08596000000000001
7056,Sam Elliott,Male,yes,70,0.02785
7057,Stuart Elliott,Male,yes,61,0.01192
7058,Wild Bill Elliott,Male,no,62,0.01311
7059,Albert Ellis,Male,no,94,0.27296
7061,Bret Easton Ellis,Male,yes,50,0.0047799999999999995
7062,Chris Ellis,Male,yes,58,0.009059999999999999
7063,Dock Ellis,Male,no,63,0.01444
7064,"James O. Ellis, Jr.",Male,yes,67,0.02122
7065,Nelsan Ellis,Male,yes,37,0.0018899999999999998
7067,Perry Ellis,Male,no,46,0.00392
7069,Warren Ellis,Male,yes,46,0.00392
7070,Chase Ellison,Male,yes,21,0.00121
7071,Harlan Ellison,Male,yes,80,0.06978
7072,Keith Ellison,Male,yes,51,0.00504
7073,Larry Ellison,Male,yes,70,0.02785
7074,Ralph Ellison,Male,no,80,0.06978
7075,Richard Ellmann,Male,no,69,0.02538
7077,James Ellroy,Male,yes,66,0.01932
7078,Daniel Ellsberg,Male,yes,83,0.09557
7079,Brad Ellsworth,Male,yes,56,0.00757
7080,Robert F. Ellsworth,Male,no,85,0.11800000000000001
7081,Gad Elmaleh,Male,yes,43,0.0031
7083,Ernie Els,Male,yes,45,0.0036299999999999995
7086,Michael J. Elston,Male,yes,45,0.0036299999999999995
7087,John B. Elstrott,Male,yes,66,0.01932
7088,Ben Elton,Male,yes,55,0.0069099999999999995
7089,Charles Elton,Male,no,91,0.21141
7091,John Elway,Male,yes,54,0.00632
7092,Cary Elwes,Male,yes,52,0.005379999999999999
7093,John Hart Ely,Male,no,65,0.01753
7094,Ron Ely,Male,yes,76,0.04715
7095,Odysseas Elytis,Male,no,85,0.11800000000000001
7096,Rahm Emanuel,Male,yes,55,0.0069099999999999995
7097,Ethan Embry,Male,yes,36,0.0017399999999999998
7098,Wayne Embry,Male,yes,77,0.05184
7099,Bill Emerson,Male,no,58,0.009059999999999999
7100,Darren Emerson,Male,yes,43,0.0031
7101,David Emerson,Male,yes,69,0.02538
7104,Keith Emerson,Male,yes,70,0.02785
7105,Michael Emerson,Male,yes,60,0.01086
7106,Roy Emerson,Male,yes,78,0.05711
7107,"William A. Emerson, Jr.",Male,no,86,0.13083
7108,John Emery,Male,no,59,0.009909999999999999
7109,Robert Emhardt,Male,no,80,0.06978
7110,Eminem,Male,yes,42,0.00286
7111,Noah Emmerich,Male,yes,49,0.00457
7112,Roland Emmerich,Male,yes,59,0.009909999999999999
7113,Red Emmerson,Male,yes,85,0.11800000000000001
7114,Mark Emmert,Male,yes,62,0.01311
7116,Alec Empire,Male,yes,42,0.00286
7117,William Empson,Male,no,78,0.05711
7118,Dick Enberg,Male,yes,79,0.06305
7119,Guillermo Endara,Male,no,73,0.03633
7121,Thomas Enders,Male,yes,56,0.00757
7122,Thomas O. Enders,Male,no,64,0.0159
7123,Cy Endfield,Male,no,81,0.07737999999999999
7124,Eliot Engel,Male,yes,67,0.02122
7126,Richard Engel,Male,yes,41,0.00264
7127,Doug Engelbart,Male,no,88,0.15972999999999998
7128,Thomas J. Engibous,Male,yes,61,0.01192
7130,Gordon R. England,Male,yes,77,0.05184
7132,Clair Engle,Male,no,53,0.0058
7133,Rip Engle,Male,no,77,0.05184
7134,Robert F. Engle III,Male,yes,72,0.03343
7135,John Engler,Male,yes,66,0.01932
7136,Gregg L. Engles,Male,yes,57,0.00828
7137,Arthur English,Male,no,76,0.04715
7138,Glenn English,Male,yes,74,0.03942
7139,Phil English,Male,yes,58,0.009059999999999999
7140,Scott English,Male,yes,71,0.03059
7141,Robert Englund,Male,yes,67,0.02122
7142,Bill Engvall,Male,yes,57,0.00828
7143,Garth Ennis,Male,yes,44,0.00335
7145,John Ennis,Male,yes,50,0.0047799999999999995
7146,Brian Eno,Male,yes,66,0.01932
7147,John Enos III,Male,yes,52,0.005379999999999999
7149,René Enríquez,Male,no,57,0.00828
7150,John Ensign,Male,yes,56,0.00757
7152,Cedric the Entertainer,Male,yes,50,0.0047799999999999995
7153,Jon Entine,Male,yes,62,0.01311
7154,John Entwistle,Male,no,58,0.009059999999999999
7157,Michael Enzi,Male,yes,70,0.02785
7158,Marcus Eoin,Male,yes,43,0.0031
7161,Klaus Eppler,Male,yes,84,0.10625
7162,Mike Epps,Male,yes,44,0.00335
7163,Omar Epps,Male,yes,41,0.00264
7164,Brian Epstein,Male,no,33,0.00137
7165,Jake Epstein,Male,yes,27,0.00106
7166,Jeffrey E. Epstein,Male,yes,61,0.01192
7167,Richard A. Epstein,Male,yes,71,0.03059
7168,Rob Epstein,Male,yes,59,0.009909999999999999
7169,Theo Epstein,Male,yes,41,0.00264
7171,Norman A. Erbe,Male,no,81,0.07737999999999999
7172,Paul Erdman,Male,no,75,0.04299
7173,Richard Erdman,Male,yes,89,0.17584
7174,Recep Tayyip Erdogan,Male,yes,60,0.01086
7175,Paul Erdos,Male,no,83,0.09557
7176,Ben Erdreich,Male,yes,76,0.04715
7178,Charles W. Ergen,Male,yes,61,0.01192
7179,Werner Erhard,Male,yes,79,0.06305
7180,"Charles H. Erhart, Jr.",Male,no,84,0.10625
7181,Dennis Erickson,Male,yes,67,0.02122
7182,Erick Erickson,Male,yes,39,0.00224
7183,Leif Erickson,Male,no,75,0.04299
7184,Ralph E. Erickson,Male,yes,86,0.13083
7185,Roky Erickson,Male,yes,67,0.02122
7186,John Ericson,Male,yes,88,0.15972999999999998
7187,Stein Eriksen,Male,yes,87,0.14473
7188,Erik Erikson,Male,no,92,0.23085999999999998
7189,Stefan Eriksson,Male,yes,53,0.0058
7190,Tage Erlander,Male,no,84,0.10625
7191,Eric Erlandson,Male,yes,51,0.00504
7192,John Erlenborn,Male,no,78,0.05711
7193,John Erman,Male,yes,79,0.06305
7194,R. Lee Ermey,Male,yes,70,0.02785
7195,Sully Erna,Male,yes,46,0.00392
7196,Richard R. Ernst,Male,yes,81,0.07737999999999999
7197,Ahmet Ertegün,Male,no,83,0.09557
7198,Gerhard Ertl,Male,yes,78,0.05711
7199,Julius Erving,Male,yes,64,0.0159
7200,Pee Wee Erwin,Male,no,68,0.02323
7201,Stuart Erwin,Male,no,64,0.0159
7202,Leo Esaki,Male,yes,89,0.17584
7203,Jaime Escalante,Male,no,80,0.06978
7204,Arlen Escarpeta,Male,yes,33,0.00137
7205,Christoph Eschenbach,Male,yes,74,0.03942
7206,Pablo Escobar,Male,no,44,0.00335
7208,Boomer Esiason,Male,yes,53,0.0058
7209,Michael L. Eskew,Male,yes,65,0.01753
7210,Carl Esmond,Male,no,102,0.43146
7212,Matthew J. Espe,Male,yes,56,0.00757
7213,Giancarlo Esposito,Male,yes,56,0.00757
7215,Phil Esposito,Male,yes,72,0.03343
7216,Tony Esposito,Male,yes,71,0.03059
7217,Mike Espy,Male,yes,61,0.01192
7218,Adolfo Pérez Esquivel,Male,yes,83,0.09557
7220,Robert A. Essner,Male,yes,67,0.02122
7223,Péter Esterházy,Male,yes,64,0.0159
7224,Alois Estermann,Male,no,44,0.00335
7225,Rob Estes,Male,yes,51,0.00504
7226,Will Estes,Male,yes,36,0.0017399999999999998
7227,Emilio Estevez,Male,yes,52,0.005379999999999999
7228,Erik Estrada,Male,yes,65,0.01753
7229,Joseph Ejercito Estrada,Male,yes,77,0.05184
7231,Joe Eszterhas,Male,yes,70,0.02785
7232,Bob Etheridge,Male,yes,73,0.03633
7234,Kevin Eubanks,Male,yes,57,0.00828
7235,Jeffrey Eugenides,Male,yes,54,0.00632
7236,Ulf von Euler,Male,no,78,0.05711
7237,Wesley Eure,Male,yes,63,0.01444
7242,Art Evans,Male,yes,72,0.03343
7243,Bill Evans,Male,no,51,0.00504
7244,Charles L. Evans,Male,yes,56,0.00757
7245,Chris Evans,Male,yes,33,0.00137
7247,Daniel J. Evans,Male,yes,89,0.17584
7248,David M. Evans,Male,yes,52,0.005379999999999999
7249,Donald Evans,Male,yes,68,0.02323
7251,Gary Evans,Male,no,44,0.00335
7252,Gene Evans,Male,no,76,0.04715
7253,Gil Evans,Male,no,76,0.04715
7256,John V. Evans,Male,no,89,0.17584
7257,Lane Evans,Male,yes,63,0.01444
7258,Lee Evans,Male,yes,50,0.0047799999999999995
7259,Lee Evans,Male,yes,67,0.02122
7261,Luke Evans,Male,yes,35,0.0016
7262,M. Stanton Evans,Male,yes,80,0.06978
7264,Martin Evans,Male,yes,73,0.03633
7265,Maurice Evans,Male,no,88,0.15972999999999998
7266,Michael Evans,Male,no,87,0.14473
7267,Mike Evans,Male,no,57,0.00828
7268,Ray Evans,Male,no,92,0.23085999999999998
7269,Robert Evans,Male,yes,84,0.10625
7270,Rowland Evans,Male,no,80,0.06978
7272,Terence T. Evans,Male,no,71,0.03059
7273,"Thomas B. Evans, Jr.",Male,yes,83,0.09557
7275,Walker Evans,Male,no,72,0.03343
7276,Edward Evans-Pritchard,Male,no,71,0.03059
7279,Trevor Eve,Male,yes,63,0.01444
7280,Chad Everett,Male,no,76,0.04715
7281,Hugh Everett,Male,no,52,0.005379999999999999
7282,Mark Oliver Everett,Male,yes,51,0.00504
7283,Rupert Everett,Male,yes,55,0.0069099999999999995
7284,Terry Everett,Male,yes,77,0.05184
7286,Thomas E. Everhart,Male,yes,82,0.08596000000000001
7287,Don Everly,Male,yes,77,0.05184
7288,Phil Everly,Male,no,75,0.04299
7289,Charles Evers,Male,yes,92,0.23085999999999998
7290,Jason Evers,Male,no,83,0.09557
7291,Medgar Evers,Male,no,38,0.00206
7292,Mark W. Everson,Male,yes,60,0.01086
7294,Ernie Eves,Male,yes,68,0.02323
7296,Greg Evigan,Male,yes,61,0.01192
7297,Weeb Ewbank,Male,no,91,0.21141
7299,Tom Ewell,Male,no,85,0.11800000000000001
7301,Patrick Ewing,Male,yes,52,0.005379999999999999
7303,Jim Exon,Male,no,84,0.10625
7304,Gnassingbe Eyadema,Male,no,68,0.02323
7305,Richard Eyer,Male,yes,69,0.02538
7306,Hans Eysenck,Male,no,81,0.07737999999999999
7307,Gaston Eyskens,Male,no,83,0.09557
7308,Mark Eyskens,Male,yes,81,0.07737999999999999
7309,William Eythe,Male,no,39,0.00224
7311,David Faber,Male,yes,50,0.0047799999999999995
7312,David Faber,Male,yes,53,0.0058
7314,Fabian,Male,yes,71,0.03059
7316,Fabolous,Male,yes,37,0.0018899999999999998
7318,Peter Facinelli,Male,yes,41,0.00264
7319,Stanley Fafara,Male,no,54,0.00632
7320,Martin C. Faga,Male,yes,73,0.03633
7321,Donald Fagen,Male,yes,66,0.01932
7322,Jeffrey Fager,Male,yes,60,0.01086
7323,Bill Fagerbakke,Male,yes,57,0.00828
7324,Max Faget,Male,no,83,0.09557
7325,Robert Fagles,Male,no,75,0.04299
7326,Jeff Fahey,Male,yes,62,0.01311
7327,John Fahey,Male,no,62,0.01311
7330,Frank Fahrenkopf,Male,yes,75,0.04299
7331,Sammy Fain,Male,no,87,0.14473
7332,"Douglas Fairbanks, Jr.",Male,no,91,0.21141
7334,Lauch Faircloth,Male,yes,86,0.13083
7335,Shepard Fairey,Male,yes,44,0.00335
7336,Jonny Fairplay,Male,yes,40,0.00244
7337,Andy Fairweather-Low,Male,yes,66,0.01932
7338,Donald Faison,Male,yes,40,0.00244
7339,Frankie Faison,Male,yes,65,0.01753
7340,Adam Faith,Male,no,63,0.01444
7341,Percy Faith,Male,no,68,0.02323
7344,Falco,Male,no,41,0.00264
7346,Ben Falcone,Male,yes,41,0.00264
7347,Nick Faldo,Male,yes,57,0.00828
7348,Eni Faleomavaega,Male,yes,71,0.03059
7349,Peter Falk,Male,no,84,0.10625
7350,Bernard Fall,Male,no,41,0.00264
7352,Thorbjörn Fälldin,Male,yes,88,0.15972999999999998
7355,George H. Fallon,Male,no,78,0.05711
7356,Jimmy Fallon,Male,yes,40,0.00244
7357,William J. Fallon,Male,yes,70,0.02785
7358,James Fallows,Male,yes,65,0.01753
7359,Harold Faltermeyer,Male,yes,62,0.01311
7361,Jerry Falwell,Male,no,74,0.03942
7362,Georgie Fame,Male,yes,71,0.03059
7363,Oscar Fanjul,Male,yes,65,0.01753
7364,Paul J. Fannin,Male,no,95,0.29443
7367,Shawn Fanning,Male,yes,34,0.00148
7368,Frantz Fanon,Male,no,36,0.0017399999999999998
7369,John Fante,Male,no,74,0.03942
7370,John V. Faraci,Male,yes,64,0.0159
7371,Joseph Farah,Male,yes,60,0.01086
7372,Daniel A. Farber,Male,yes,64,0.0159
7374,Blake Farenthold,Male,yes,53,0.0058
7377,James Farentino,Male,no,74,0.03942
7378,Antonio Fargas,Male,yes,68,0.02323
7379,Oliver La Farge,Male,no,62,0.01311
7380,James Fargo,Male,yes,76,0.04715
7381,Frank Farian,Male,yes,73,0.03633
7382,Dennis Farina,Male,no,69,0.02538
7384,Sean Faris,Male,yes,32,0.00128
7385,William S. Farish,Male,yes,75,0.04299
7386,Joseph S. Farland,Male,no,93,0.25138
7387,Chris Farley,Male,no,33,0.00137
7388,Thomas T. Farley,Male,yes,80,0.06978
7389,Dan Farmer,Male,yes,52,0.005379999999999999
7390,Evan Farmer,Male,yes,42,0.00286
7391,Forest J. Farmer,Male,yes,73,0.03633
7393,Gary Farmer,Male,yes,61,0.01192
7394,James Farmer,Male,no,79,0.06305
7395,"John J. Farmer, Jr.",Male,yes,57,0.00828
7397,Philip Jose Farmer,Male,no,91,0.21141
7399,Mark Farner,Male,yes,66,0.01932
7400,Tristan A. Farnon,Male,yes,44,0.00335
7401,Philo Farnsworth,Male,no,65,0.01753
7402,Richard Farnsworth,Male,no,80,0.06978
7403,Derek Farr,Male,no,74,0.03942
7406,Jamie Farr,Male,yes,80,0.06978
7407,Sam Farr,Male,yes,73,0.03633
7408,Louis Farrakhan,Male,yes,81,0.07737999999999999
7409,David Farrar,Male,no,87,0.14473
7410,Frank L. Farrar,Male,yes,85,0.11800000000000001
7411,Bobby Farrell,Male,no,61,0.01192
7412,Charles Farrell,Male,no,89,0.17584
7413,Colin Farrell,Male,yes,38,0.00206
7416,James T. Farrell,Male,no,75,0.04299
7417,Mike Farrell,Male,yes,75,0.04299
7418,Perry Farrell,Male,yes,55,0.0069099999999999995
7419,Phoenix Farrell,Male,yes,37,0.0018899999999999998
7422,Bobby Farrelly,Male,yes,56,0.00757
7423,Peter Farrelly,Male,yes,58,0.009059999999999999
7424,Joseph Jerome Farris,Male,yes,84,0.10625
7425,Michael Farris,Male,yes,63,0.01444
7426,John Farrow,Male,no,59,0.009909999999999999
7428,Dante Fascell,Male,no,81,0.07737999999999999
7429,Michael Fassbender,Male,yes,37,0.0018899999999999998
7430,Rainer Werner Fassbinder,Male,no,37,0.0018899999999999998
7431,Jim Fassel,Male,yes,65,0.01753
7433,Howard Fast,Male,no,89,0.17584
7434,Andrew Fastow,Male,yes,53,0.0058
7435,Joey Fatone,Male,yes,37,0.0018899999999999998
7436,Minnesota Fats,Male,no,83,0.09557
7437,Chaka Fattah,Male,yes,58,0.009059999999999999
7438,Orval Faubus,Male,no,84,0.10625
7439,Marshall Faulk,Male,yes,41,0.00264
7440,Max Faulkner,Male,no,89,0.17584
7441,Walter E. Fauntroy,Male,yes,81,0.07737999999999999
7443,Robert Faurisson,Male,yes,85,0.11800000000000001
7444,Chad Faust,Male,yes,34,0.00148
7446,David Faustino,Male,yes,40,0.00244
7447,John C. Favalora,Male,yes,79,0.06305
7448,Malachi Favors,Male,no,77,0.05184
7449,Brett Favre,Male,yes,45,0.0036299999999999995
7450,Jon Favreau,Male,yes,48,0.004379999999999999
7452,Harris W. Fawell,Male,yes,85,0.11800000000000001
